company_number,Officer_full_name,occupation,LinkedIn ID
00912182,Yvonne Low Min Lee,Finance Director,https://www.linkedin.com/in/jacalinelow/?originalSubdomain=au
00943935,Clive David Hart,Finance Director,https://www.linkedin.com/in/clive-hart-443a4114/
00943935,Julie Mangan,(blank),https://www.linkedin.com/in/julie-mangan-353a3b70/
00943935,Nivedita Krishnamurthy Bhagat,Cfo,https://www.linkedin.com/in/julie-mangan-353a3b70/
00943935,Olivier Sevillia,Director,https://www.linkedin.com/in/olivier-sevillia-760865/
00943935,Paul Arthur Margetts,Managing Director,https://www.linkedin.com/in/paul-margetts-bb27b0/
00943935,Rosemary Joy Stark,Vice President,https://www.linkedin.com/in/rosemary-stark-879b534/
00961158,Damon Russell Rainsford,Director,https://www.linkedin.com/in/damon-rainsford-fpfs-3928461b/
00968498,Stefan John Maynard,Director,https://www.linkedin.com/in/stefan-maynard-5912051/
00984268,Christopher Mark Mcleish,Director,https://www.linkedin.com/in/chris-mcleish-2995bb6a/
00984268,Joseph Hudson,Company Director,https://www.linkedin.com/in/joseph-h-hudson-3aa5625/
01036298,Mammen Eapen,Chartered Accountant,https://www.linkedin.com/in/mammen-eapen-04562aa/
01036298,Montague Fraser Barlow,Chief Executive Officer,https://www.linkedin.com/in/montybarlow/
01036298,Timothy Richard Fowler,Chief Sales Officer,https://www.linkedin.com/in/tim-fowler-1a49311/
01092135,Graeme Lea,Support Services Director,https://www.linkedin.com/in/graeme-lea-296963165/
01092135,Rachel Helen Bent,Finance Director,https://www.linkedin.com/in/rachel-bent-4875b8172/
01242171,Anthony John Ingham,Company Secretary,https://www.linkedin.com/in/tony-ingham-37a53811/
01242171,Anthony John Ingham,Managing Director,https://www.linkedin.com/in/tony-ingham-37a53811/
01259946,Joanne Louise Mantell,Director,https://www.linkedin.com/in/julian-mantell-58547113/
01266357,Geraldine Fernandez,Public Relations,https://www.linkedin.com/in/geraldinefernandez/
01266357,Louise Adele Stewart Muir,Pr Consultant,https://www.linkedin.com/in/lstewartmuir/
01267496,David Matthew George,(blank),https://www.linkedin.com/in/equityrelease101/
01267496,Geoffrey David Jackson,Company Director,https://www.linkedin.com/in/geoff-jackson-b8860b59/
01290439,Lauren Knickman,Company Director,https://www.linkedin.com/in/laurenknickman/
01290439,Maria Laine,"President, Uk, Ireland & Nordic Region",https://www.linkedin.com/in/maria-laine-8b61ba11/
01290439,Simon Howard Jones,(blank),https://www.linkedin.com/in/maria-laine-8b61ba11/
01290439,Stephen Kenneth Parker,Vp / Gm - Bombers & Fighters,https://www.linkedin.com/in/stephenkparker/
01310740,George Alexander Weatherall,Chartered Accountant,https://www.linkedin.com/in/alex-weatherall/
01310740,Jeanette Carney,(blank),https://www.linkedin.com/in/jeanette-carney/
01332249,Emil Edward Peters,Company Director,https://www.linkedin.com/in/emil-peters-11b5b32/
01332249,Jonathan Paul Furniss,(blank),https://www.linkedin.com/in/jon-furniss-34337710/
01337451,Andrea Jayne Thompson,Director,https://www.linkedin.com/in/andrea-thompson-34b84417/
01337451,Anthony Clarke,(blank),https://www.linkedin.com/in/anthony-clarke-fcis-ba572410b/
01337451,Bruce Martin,Finance Director,https://www.linkedin.com/in/bruce-martin/
01424855,Charles Joseph Kennelly,Company Director,https://www.linkedin.com/in/charles-kennelly-3904241/
01424855,Stuart Richard Bonthrone,Company Director,https://www.linkedin.com/in/stuart-bonthrone-a7793824/
01470151,Anthony Clarke,(blank),https://www.linkedin.com/in/anthony-clarke-fcis-ba572410b/
01470151,Bradley Madsen Greve,Director,https://www.linkedin.com/in/brad-greve-04109b23/
01470151,Charles Nicholas Woodburn,Director,https://www.linkedin.com/in/charles-woodburn/
01470151,"Dr Griffiths, Jane Veronica",Director,https://www.linkedin.com/in/jane-griffiths-a03b005/details/experience/
01470151,"Dr Kirk, Ewan Mckinnon",Company Director,https://www.linkedin.com/in/ewan-kirk/
01470151,Nicholas John Anderson,Director,https://www.linkedin.com/in/n-m-anderson/
01470151,Stephen Thomas Pearce,Finance Director,https://www.linkedin.com/in/stephen-pearce-a2265b84/?originalSubdomain=au
01470151,Thomas Arnold Arseneault,President & Ceo,https://www.linkedin.com/in/thomasarseneault/
01473482,Nicholas Stephen Wilson,Chief Executive,https://www.linkedin.com/in/nick-wilson-78b36423/
01584718,John Anthony Beard,Group Chief Commercial Officer,https://www.linkedin.com/in/john-beard-33b78b/
01584718,Marcus Christian Jehle,Chief Financial Officer,https://www.linkedin.com/in/chris-jehle-a6228312/
01584718,Michael John Norris,Chief Executive,https://www.linkedin.com/in/mike-norris-76998724/
01672509,Cathy Elaine Chandler,Quality Director,https://www.linkedin.com/in/cathy-chandler-28580448/
01672509,John Philip Moth,Operations Director,https://www.linkedin.com/in/john-moth-058622300/
01672509,Sadie Helen Snowdon,Director,https://www.linkedin.com/in/sadie-snowdon-32532826a/
01738519,Andrew John Finney,Non - Executive Director,https://www.linkedin.com/in/andrewfinney/
01738519,Jeremy Shane Nash,Chief Executive Officer,https://www.linkedin.com/in/jez-nash-5256852/
01738519,Michael Geoffrey Keegan,Non Executive Director,https://www.linkedin.com/in/michaelkeegan/
01738519,Michael Jonathan Elliott,Company Director,https://www.linkedin.com/in/jon-elliott-b9090a2a/
01738519,Peter Fearn,Non-Executive Director,https://www.linkedin.com/in/peter-fearne-a8697591/
01738519,Rebecca Razzak,Director,https://www.linkedin.com/in/ramsey-razzak-bb9a5a42/
01754990,Jonathan James Harston,Finance Director,https://www.linkedin.com/in/jon-harston-56436812/
01754990,Nicholas Stephen Wilson,Chief Executive,https://www.linkedin.com/in/nick-wilson-78b36423/
01759903,Gerald Maurice Webb,Space Technology Technology,https://www.linkedin.com/in/alan-webb-cst/
01759903,Swarnamali Thiranjani Perera,Company Secretary/Director,https://www.linkedin.com/company/commercial-space-technologies-ltd/
01759903,Swarnamali Thiranjani Perera,Consultant,https://www.linkedin.com/company/commercial-space-technologies-ltd/
01763682,Shirley Anne Jones,Director,https://www.linkedin.com/in/shirley-jones-86404829/
01782505,David James Hudson,Solicitor,https://www.linkedin.com/in/david-hudson-4458285/
01782505,David James Hudson,(blank),https://www.linkedin.com/in/david-hudson-4458285/
01782505,Glenn Sharpe,Financial Controller,https://www.linkedin.com/in/glenn-sharpe-2472304/?originalSubdomain=ie
01785956,Jake Ian Hadley,(blank),https://www.linkedin.com/in/roslynd-hadley-8186919/
01785956,Nathan David Hadley,Director,https://www.linkedin.com/in/nathan-hadley-b03a303/
01786402,Sooman Park,Director,https://www.linkedin.com/in/shane-solomon-ba801226/?originalSubdomain=za
01847363,Joanne Denise Wright,(blank),https://www.linkedin.com/in/joanne-wright-28230517b/
01847363,John Joseph White,Engineer,https://www.linkedin.com/in/john-white-692657a7/
01849306,Antoni Waldemar Koszykowski,C.E.O.,https://www.linkedin.com/in/toni-koszykowski-94b233102/
01874256,Mark Arthur Eidem,Technical Sales Manager,https://www.linkedin.com/in/mark-eidem-b75214/
01874256,Richard Philip Eldridge,Director,https://www.linkedin.com/in/richard-eldridge-88252112/
01874256,Richard Philip Eldridge,(blank),https://www.linkedin.com/in/richard-eldridge-88252112/
01895277,Benjamin Ian Fallows,Company Director,https://www.linkedin.com/in/ben-fallows-24571631/
01895277,Benjamin Ian Fallows,(blank),https://www.linkedin.com/in/ben-fallows-24571631/
02051250,Paul Sharp,Director,https://www.linkedin.com/in/paul-sharp-b08a092b/
02081330,Adolfo Hernandez,Director,https://www.linkedin.com/in/adolfohernandezf/
02081330,Brian David Mcarthur-Muscroft,Director,https://www.linkedin.com/in/david-muscroft-88075983/
02081330,"Dr Abulokwe, Nneka Nancy",Director,https://www.linkedin.com/in/dr-nneka-abulokwe/
02081330,Georgina Harvey,Director,https://www.linkedin.com/in/georgina-harvey-40498169/
02081330,Neelam Dhawan,Director,https://www.linkedin.com/in/neelam-dhawan-39bb2313b/
02096520,Stuart Barry David Fillingham,Vp Group And Commercial Finance,https://www.linkedin.com/in/stuart-fillingham-b180b12/
02109168,Hazel Jayne Sagar,Chief Financial Officer,https://www.linkedin.com/in/hazel-sagar-griffiths-288552149/
02109168,Jorden Jones,Chief Revenue Officer,https://www.linkedin.com/in/jorden-jones
02109168,Kevin William Goodall,Managing Director,https://www.linkedin.com/in/kevin-goodall-10844112/
02109168,Philip Mark Kelway Doye,Chief Executive,https://www.linkedin.com/in/phildoye/
02109168,Ruth Gomez Balaguer,(blank),https://www.linkedin.com/in/ruth-gomez-balaguer-nee-patterson-7a96937a/
02109168,Timothy Nicholas Hall,Services Director,https://www.linkedin.com/in/tim-hall-6181741b/
02150688,Rod Anthony Tonna-Barthet,Chief Executive,https://www.linkedin.com/in/rod-tonna-barthet-0a12417/
02174990,"Dr Mecklenburgh, Kathryn Isabel",Cfo,https://www.linkedin.com/in/kathrynmi/
02174990,Graeme Alistair Watt,Director,https://www.linkedin.com/in/graemewatt/
02174990,Graham Charlton,Ceo,https://www.linkedin.com/in/graham-charlton-08050713/
02174990,Luke Thomas,(blank),https://www.linkedin.com/in/luke-thomas-90421283/
02174990,Lynne Marie Weedall,Director,https://www.linkedin.com/in/lynne-weedall-8a31a36/
02174990,Mayank Prakash,Director,https://www.linkedin.com/in/ciomayankprakash/
02174990,Robyn Perriss,Director,https://www.linkedin.com/in/robyn-perriss-732609/
02174990,Vinodka Murria,Company Director,https://www.linkedin.com/in/vin-murria-obe/
02203086,Hiroyuki Fukushima,Director,https://www.linkedin.com/in/hiro-fukushima-963a8599/
02203086,Takaaki Hagiwara,Director,https://www.linkedin.com/in/takaaki-hagiwara-797b3727/
02228255,Deborah Finkler,Solicitor,https://www.linkedin.com/in/deborah-finkler-b49a231a8/
02228255,Gareth Alan Miles,Solicitor,https://www.linkedin.com/in/gareth-miles-a967a9115/
02228255,Jill Hoseason,Chief Operating Officer,https://www.linkedin.com/in/jill-hoseason-7098b523/
02228255,Simon G.,(blank),https://www.linkedin.com/in/simon-g-a64ba216/
02228255,Richard James Smith,Solicitor,https://www.linkedin.com/in/richard-smith-720884183/
02228255,Sally Victoria Kate Wokes,Solicitor,https://www.linkedin.com/in/sally-wokes-1b712045/
02242713,Charles Samuel Geoffrey Staveley,Solicitor,https://www.linkedin.com/in/charles-staveley/
02242713,Claire Margaret Clarke,Solicitor,https://www.linkedin.com/in/claire-clarke-94a7517/
02285049,Adrian Leer,Commercial Director,https://www.linkedin.com/in/adrianleer/
02305889,Ian Andrew Murphy,Engineering Director,https://www.linkedin.com/in/ianamurphy/
02305889,Timothy Jackson,Director,https://www.linkedin.com/in/timothy-jackson-90836b106/
02353541,Andrew Burns,Accountant,https://www.linkedin.com/in/andrew-burns-74b64722/
02353541,James Peter Laird,Chief Operations Officer,https://www.linkedin.com/in/jameslairdstrenuus/
02353541,Nigel Henry Cannings,Software Director,https://www.linkedin.com/in/nigelcannings/
02359431,Mark Edward Pepper,Company Director,https://www.linkedin.com/in/alex-sanderson-564013183/
02359431,"Ms. Emmett, Helen",Director,https://www.linkedin.com/in/helen-emmett-13343021/
02359431,Ronan Hanna,Company Secretary,https://www.linkedin.com/in/ronan-hanna-20a0b58/?originalSubdomain=ie
02407332,Amir Harel,Managing Director,https://www.linkedin.com/in/amir-harel-371bb94/
02407332,Catherine Zhang,(blank),https://www.linkedin.com/in/catherine-zhang-10915551/
02415578,Ã–zkan Ã‡Imen,Director,https://www.linkedin.com/in/teresa-ceballos-arbuckle-602ba72/
02415578,Fatih Kemal Ebiclioglu,Director,https://www.linkedin.com/posts/fatih-kemal-ebiclioglu-a572a36b_bekoplc-kocgroupsportsfestival-teambeko-activity-7115553712734953472-TQvH/
02415578,Hakan Hamdi Bulgurlu,Mechanical Engineer,https://www.linkedin.com/in/hakanbulgurlu/?originalSubdomain=tr
02415578,Mehmet Ragip Balcioglu,Director,https://www.linkedin.com/in/ragip-balcioglu/?originalSubdomain=nl
02415578,Susen Rakibe Musal,(blank),https://www.linkedin.com/in/rakibemusal/
02445645,Ashley Peter Michael Flood,Finance Director,https://www.linkedin.com/in/ashley-flood-b9583a8a/
02445645,Nicola Jane Walford,Operations Director,https://www.linkedin.com/in/nicola-walford-81b88997/
02457888,Amanda Jane Elliffe,Senior Finance Manager,https://www.linkedin.com/in/amanda-elliffe-bb9844101/?originalSubdomain=ie
02457888,Blake King,Finance Group Director,https://www.linkedin.com/in/blake-king-0ab89a263/?trk=people-guest_people_search-card&originalSubdomain=ie
02465350,Christina Marie Corley,Director,https://www.linkedin.com/in/christina-corley-0073695/
02465350,Lorraine Helen Van Barthold,Director,https://www.linkedin.com/in/lorraine-van-barthold-77907818/
02465350,Malcolm John Pape,Director,https://www.linkedin.com/in/malcolmpape/
02465350,Penelope Ruth Williams,Director,https://www.linkedin.com/in/penny-williams-854a8a30/
02465350,Peter R. Locy,Director,https://www.linkedin.com/in/peterlocy/
02485577,Arnaud Benoit Flande,Group General Counsel,https://www.linkedin.com/in/barnaud/
02485577,Mark Andrew Hewitt,Company Director,https://www.linkedin.com/in/markhewitt1/
02485577,Patricia Crossley-Smith,Company Director,https://www.linkedin.com/in/pat-crossley-smith-661aa2b/
02485577,Richard Alan Morgans,Company Director,https://www.linkedin.com/in/alan-morgans/
02485577,Zoe Lewis,Company Director,https://www.linkedin.com/in/zoeatmethods/
02503575,Gautam Samanta,Business Executive,https://www.linkedin.com/in/gautam-samanta-925289/
02528681,Diana Mary La Fontaine,(blank),https://www.linkedin.com/in/robinlafontaine/
02528681,Mark Russell Thomas,Company Director,https://www.linkedin.com/in/markthomasonline/
02528681,Tristan Phillip Mitchell,Company Director,https://www.linkedin.com/in/tristan-mitchell-51a69483/
02597337,Sonja Wood,Operations Manager,https://www.linkedin.com/in/sonja-wood-39485926/
02597337,Sonja Wood,(blank),https://www.linkedin.com/in/sonja-wood-39485926/
02597337,Tristan Melrose Wood,Chief Technical Officer,https://www.linkedin.com/in/tristan-wood-817496108/
02597337,William Drummond Mathieson,Retired,https://www.linkedin.com/in/willmathieson/
02647929,Brett Gary Draper,Business Manager,https://www.linkedin.com/in/brett-draper-78547123/
02657917,Gary Marven,,https://www.linkedin.com/in/gary-marven-752a433/
02657917,Godfrey Alexander Wilson,Businessman,https://www.linkedin.com/in/deanasher/
02657917,John Washington Stevens,Businessman,https://www.linkedin.com/in/peteroxtoby/
02731277,Abhishek Singh,Director,https://www.linkedin.com/in/ab-singh/
02731277,Ashank Datta Desai,Director,https://www.linkedin.com/in/ashank-desai-553b121b/
02731277,David Leslie O'brien,Company Director,https://www.linkedin.com/in/ashank-desai-553b121b/
02731277,Hiral Suresh Chandrana,Company Director,https://www.linkedin.com/in/hiral-chandrana/
02731277,Judith Anne Halkerston,Company Director,https://www.linkedin.com/in/judithhalkerston/
02731277,Rajeev Kumar Grover,Director,https://www.linkedin.com/in/rajeevgrover1/
02731277,Soutik Sarkar,(blank),https://www.linkedin.com/in/soutik-sarkar/
02746616,Adam David Christopher Westley,(blank),https://www.linkedin.com/in/adam-westley-fcg-certicsa-40244093/
02746616,Henry Adam Udow,Chief Legal Officer,https://www.linkedin.com/in/sybella-stanley-6988958b/
02746616,Nicholas Lawrence Luff,Company Director,https://www.linkedin.com/in/nick-luff-001a2a1ab/
02752012,Michael James O'hare,Machinery Importer And Exporte,https://www.linkedin.com/in/michael-o-hare-6b2a6172/
02752012,Raymond Christopher Ohare,(blank),https://www.linkedin.com/in/chris-o-hare-7b908853/
02752012,Raymond Christopher O'hare,,https://www.linkedin.com/in/chris-o-hare-7b908853/
02753294,Andrew David Graham,Director,https://www.linkedin.com/in/andrew-graham-5446b746/
02753294,Michael Holm,Director,https://www.linkedin.com/posts/michael-holm-3495283_systematics-ceo-and-founder-of-denmarks-activity-7115240296661020672-3ZFz/
02753750,Adam John Wickes,Personnel Consultant,https://www.linkedin.com/in/dr-adam-wickes-b9398b16/
02753750,Christine Wickes,Company Director,https://www.linkedin.com/company/the-ap-partnership-ltd/
02753750,David James Wickes,Personnel Consultant,https://www.linkedin.com/in/david-wickes-0b31b468/
02753750,Karen Fitzsimmons,Employment Law Consultant,https://www.linkedin.com/in/karen-fitzsimmons-0a758286/
02772898,David Mulcahy,Company Director,https://www.linkedin.com/in/david-mulcahy/
02828533,Matthew John Hyne,Director,https://www.linkedin.com/in/matt-hyne-2b2a0520b/
02832014,"Mr. Jackson, Christopher Richard",Vp Sales Northern & Central Europe (Incorporating,https://www.linkedin.com/in/chris-jackson-2b365311/
02832014,"Mr. Mills, Craig Charles Edward",Cfo,https://www.linkedin.com/in/craig-mills-32250221/
02832014,"Mr. Mills, Craig Charles Edward",(blank),https://www.linkedin.com/in/craig-mills-32250221/
02847611,Lorenzo Zaccheo,Director,https://www.linkedin.com/in/lorenzo-zaccheo-1208b496/
02847611,Teresa Zaccheo,(blank),https://www.linkedin.com/in/david-zaccheo-1b48a6a7/
02900722,Eifion Wyn Morris,Chief Executive,https://www.linkedin.com/in/eifion-morris-69823310/
02900722,Gabrielle Teresa Kaiser,(blank),https://www.linkedin.com/in/gaby-kaiser-bb0b3274/
02900722,Paul Anthony Thwaite,Senior Partner,https://www.linkedin.com/in/paul-thwaite-b25b3135/
02906489,Jacqueline Victoria Moores,Principal,https://www.linkedin.com/in/jackie-moores-6b637610/
02922570,Edward Elcoat Poulton,Solicitor,https://www.linkedin.com/in/edward-poulton-71080322/
02922570,Katherine Ann Hallam,Hr Director,https://www.linkedin.com/in/katherine-hallam-85386431/
02922570,Matthew Peter Vigor,Accountant,https://www.linkedin.com/in/matthew-vigor-11823a22/
02924046,Francis Toye,Company Director,https://www.linkedin.com/in/francis-toye-9215691/
02978869,Owen John Watters,(blank),https://www.linkedin.com/in/owen-watters-63a6415/
02978869,Yvonne Burke,Accountant,https://www.linkedin.com/in/david-carty-026955233/
02983376,David Carty,Finance Director,https://www.linkedin.com/in/david-carty-026955233/
02983376,David Carty,(blank),https://www.linkedin.com/in/david-carty-026955233/
02983376,Sarah Clough,Vp Human Resources,https://www.linkedin.com/in/sarah-clough-26b495a/
02998329,James Mc Gowan,"Senior Director, Finance",https://www.linkedin.com/in/jamesmcgowan12/
03022416,Kerry Louise Randall,"Vice President, Global Site Activation",https://www.linkedin.com/in/kerry-randall-45264817/
03022416,Kevin John Turland,Accountant,https://www.linkedin.com/in/kevin-turland-18b63530/
03022416,Natalia Alexandra Kotchie,"Vice President, R & D Solutions",https://www.linkedin.com/in/natalia-balko-kotchie-00a6005/
03022416,Timothy Peter Sheppard,General Manager,https://www.linkedin.com/in/tim-sheppard-4413811/
03097504,Christopher Paul Morris,Company Director,https://www.linkedin.com/in/chris-morris-6840a22/
03097504,Eloise Wann,Chief Financial Officer,https://www.linkedin.com/in/eloise-wann-2b913924/
03097504,Matthew Hartley Stewart,Managing Director,https://www.linkedin.com/in/matthew-stewart-15026b30/
03123290,Alison Ashman,Head Of Financial Accounting & Tax,https://www.linkedin.com/in/alison-ashman-959616137/
03123290,Amy Lyttle,Head Of Financial Accounting And Tax,https://www.linkedin.com/in/amy-lyttle-9814613a/
03123290,Paul Matthew Butterworth,Director Of Strategic Financial Management,https://www.linkedin.com/in/paul-butterworth/
03127414,David Gompel,"Managing Director, Europe",https://www.linkedin.com/in/davidgompel/
03127414,Laurent Pretet,Director,https://www.linkedin.com/in/laurentpretet/
03127414,Olivier Padiou,Director,https://www.linkedin.com/in/olivier-padiou-768161/
03128724,James Donal Davis,Finance Director,https://www.linkedin.com/in/james-davis-5570443a/
03128724,Sam Toulson,Accountant,https://www.linkedin.com/in/sam-toulson-36761b3/
03137929,Cara Mascini-Van Bergen,Director,https://www.linkedin.com/in/caramascini/
03137929,Jennifer Rachel Holmes,Company Director,https://www.linkedin.com/in/jennifer-holmes-emba-628a854/
03137929,Kurt Erik Johannes Lindqvist,Chief Executive Officer,https://www.linkedin.com/in/klindqvist/
03137929,Peter Robert Stevens,Managing Director,https://www.linkedin.com/in/peter-stevens-01459b6/
03137929,Pieter Cornelis Knook,,https://www.linkedin.com/in/pieterkn/
03137929,Richard Petrie,Chief Technical Officer,https://www.linkedin.com/in/richard-petrie-aa18a63/
03137929,Simon Alexander Lockhart,Director,https://www.linkedin.com/in/simonlockhart/
03137929,Steven Edward Glendinning,Director,https://www.linkedin.com/in/steveglendinning/
03153710,Robert Janos Bokros,Managing Director,https://www.linkedin.com/in/robertbokros/
03153710,Thomas Edward Bokros,Business Development,https://www.linkedin.com/in/tom-bokros-1313b2a9/
03171341,"Dr Fiske, Stuart John",Computer Consultant,https://www.linkedin.com/in/stuart-fiske-a225048/
03171341,Neil Mcevoy,Computer Consultant,https://www.linkedin.com/in/neil-mcevoy-68a10a92/
03201839,Shira Yashar,General Counsel,https://www.linkedin.com/in/shira-yashar-divon-3b67a51b5/?originalSubdomain=il
03208975,Lee Francis Wade,Ceo,https://www.linkedin.com/posts/vysiion-limited_lee-wade-reopens-the-vysiion-office-following-activity-6981575151540658176-KNYu/
03208975,Peter Edwin Clapton,Chief Executive Officer,https://www.linkedin.com/in/peter-clapton-04136b16/
03214465,Jayne Louise Aspell,(blank),https://www.linkedin.com/in/jayne-aspell-3801a71/
03214465,Simon David Walsh,Ceo,https://www.linkedin.com/in/simon-walsh-a1a771226/
03214465,Stephen Eric Dews,Finance Director,https://www.linkedin.com/in/stephendews/
03246583,Jong Seog Bae,,https://www.linkedin.com/in/jongbae/
03271981,Dan Hopkinson,Company Director,https://www.linkedin.com/in/dan-hopkinson-87a4437a/
03271981,Gordon Clement Drake,(blank),https://www.linkedin.com/in/gordon-drake-acma-7074048b/
